Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 10/12  12:00:00,284940727.5566553,284940727.5566553 
 10/12  13:00:00,305973867.9979245,305973867.99792457 
 10/12  14:00:00,300077243.834942,300077243.834942 
 10/12  15:00:00,297982066.9415017,297982066.9415017 
 10/12  16:00:00,305125169.9988806,305125169.9988806 
 10/12  17:00:00,210383141.07481906,210383141.0748191 
 10/12  18:00:00,162720590.9456888,162720590.94568878 
 10/12  19:00:00,156398047.64394677,156398047.64394677 
 10/12  20:00:00,144525418.76127142,144525418.76127145 
 10/12  21:00:00,143348405.9819236,143348405.9819236 
 10/12  22:00:00,85134722.37354441,85134722.37354442 
 10/12  23:00:00,80131530.28038286,80131530.28038286 
 10/12  24:00:00,65597949.44438682,65597949.44438682 
 10/13  01:00:00,65407915.1537362,65407915.1537362 
 10/13  02:00:00,65407915.1537362,65407915.1537362 
 10/13  03:00:00,65407915.1537362,65407915.1537362 
 10/13  04:00:00,65407915.1537362,65407915.1537362 
 10/13  05:00:00,65407915.1537362,65407915.1537362 
 10/13  06:00:00,122379685.13015205,122379685.13015205 
 10/13  07:00:00,161795955.12093252,161795955.12093252 
 10/13  08:00:00,299787271.878868,299787271.87886804 
 10/13  09:00:00,275568334.05322057,275568334.0532206 
 10/13  10:00:00,278326015.0363041,278326015.0363041 
 10/13  11:00:00,295772271.4528977,295772271.4528978 
 10/13  12:00:00,294165841.6030295,294165841.6030295 
 10/13  13:00:00,332449666.10343844,332449666.10343844 
 10/13  14:00:00,337535176.56813025,337535176.5681303 
 10/13  15:00:00,348171731.1755113,348171731.1755113 
 10/13  16:00:00,361628874.0418606,361628874.0418607 
 10/13  17:00:00,257074494.9097519,257074494.90975195 
 10/13  18:00:00,189083878.22028217,189083878.22028214 
 10/13  19:00:00,171569361.6346886,171569361.63468856 
 10/13  20:00:00,155877333.1143428,155877333.1143428 
 10/13  21:00:00,152436225.4669875,152436225.4669875 
 10/13  22:00:00,85134722.37354441,85134722.37354442 
 10/13  23:00:00,80131530.28038286,80131530.28038286 
 10/13  24:00:00,54347289.79607374,54347289.79607374 
 10/14  01:00:00,54157290.74955592,54157290.74955592 
 10/14  02:00:00,54157290.74955592,54157290.74955592 
 10/14  03:00:00,54157290.74955592,54157290.74955592 
 10/14  04:00:00,54157290.74955592,54157290.74955592 
 10/14  05:00:00,54157290.74955592,54157290.74955592 
 10/14  06:00:00,137248402.09049675,137248402.09049675 
 10/14  07:00:00,123381860.51537521,123381860.51537521 
 10/14  08:00:00,157776908.4622418,157776908.4622418 
 10/14  09:00:00,161897285.65569964,161897285.65569964 
 10/14  10:00:00,164565118.5442945,164565118.5442945 
 10/14  11:00:00,178727412.95895982,178727412.9589598 
 10/14  12:00:00,151747132.72973752,151747132.72973752 
 10/14  13:00:00,158250208.95897225,158250208.95897228 
 10/14  14:00:00,164266818.87602243,164266818.87602243 
 10/14  15:00:00,169336404.54969272,169336404.54969272 
 10/14  16:00:00,171039704.72035074,171039704.72035074 
 10/14  17:00:00,129713923.65890896,129713923.65890898 
 10/14  18:00:00,132428757.84031704,132428757.84031704 
 10/14  19:00:00,101933754.07306899,101933754.07306899 
 10/14  20:00:00,77879391.7242444,77879391.7242444 
 10/14  21:00:00,56920794.74955592,56920794.74955593 
 10/14  22:00:00,56920794.74955592,56920794.74955593 
 10/14  23:00:00,56920794.74955592,56920794.74955593 
 10/14  24:00:00,54157290.74955592,54157290.74955592 
 10/15  01:00:00,54157290.74955592,54157290.74955592 
 10/15  02:00:00,54157290.74955592,54157290.74955592 
 10/15  03:00:00,54157290.74955592,54157290.74955592 
 10/15  04:00:00,54157290.74955592,54157290.74955592 
 10/15  05:00:00,54157290.74955592,54157290.74955592 
 10/15  06:00:00,74447615.50655627,74447615.50655627 
 10/15  07:00:00,54167355.57987787,54167355.57987787 
 10/15  08:00:00,53778786.42445284,53778786.42445284 
 10/15  09:00:00,53105584.49404312,53105584.49404312 
 10/15  10:00:00,53100571.45300382,53100571.45300382 
 10/15  11:00:00,83203351.13400264,83203351.13400264 
 10/15  12:00:00,112869701.6244108,112869701.62441078 
 10/15  13:00:00,107094859.15615876,107094859.15615873 
 10/15  14:00:00,123699090.0911002,123699090.0911002 
 10/15  15:00:00,110331904.87224087,110331904.87224087 
 10/15  16:00:00,128599978.86774284,128599978.86774284 
 10/15  17:00:00,122350810.34786619,122350810.34786619 
 10/15  18:00:00,138872288.01699927,138872288.0169993 
 10/15  19:00:00,105987451.02595238,105987451.0259524 
 10/15  20:00:00,112761819.90891248,112761819.90891248 
 10/15  21:00:00,90294929.05194968,90294929.0519497 
 10/15  22:00:00,78582431.96804099,78582431.968041 
 10/15  23:00:00,56920794.74955592,56920794.74955593 
 10/15  24:00:00,65407915.1537362,65407915.1537362 
 10/16  01:00:00,65407915.1537362,65407915.1537362 
 10/16  02:00:00,65407915.1537362,65407915.1537362 
 10/16  03:00:00,65407915.1537362,65407915.1537362 
 10/16  04:00:00,65407915.1537362,65407915.1537362 
 10/16  05:00:00,65407915.1537362,65407915.1537362 
 10/16  06:00:00,151849305.27538866,151849305.27538866 
 10/16  07:00:00,174635129.65702286,174635129.65702286 
 10/16  08:00:00,343219581.31301266,343219581.3130127 
 10/16  09:00:00,320619462.76064914,320619462.7606491 
 10/16  10:00:00,323998292.65751874,323998292.6575187 
 10/16  11:00:00,343594812.18721145,343594812.18721145 
 10/16  12:00:00,356171432.3773928,356171432.37739277 
 10/16  13:00:00,399329621.18016326,399329621.1801633 
 10/16  14:00:00,402773079.37782454,402773079.37782454 
 10/16  15:00:00,419745576.64840215,419745576.6484021 
 10/16  16:00:00,437106123.67558837,437106123.6755883 
 10/16  17:00:00,327965266.28997326,327965266.28997326 
 10/16  18:00:00,249411991.29207352,249411991.29207352 
 10/16  19:00:00,207989764.3642291,207989764.36422908 
 10/16  20:00:00,177803642.6860409,177803642.6860409 
 10/16  21:00:00,168843553.9301299,168843553.9301299 
 10/16  22:00:00,85134722.37354441,85134722.37354442 
 10/16  23:00:00,80131530.28038286,80131530.28038286 
 10/16  24:00:00,65597949.44438682,65597949.44438682 
 10/17  01:00:00,65407915.1537362,65407915.1537362 
 10/17  02:00:00,65407915.1537362,65407915.1537362 
 10/17  03:00:00,65407915.1537362,65407915.1537362 
 10/17  04:00:00,65407915.1537362,65407915.1537362 
 10/17  05:00:00,65407915.1537362,65407915.1537362 
 10/17  06:00:00,148918070.07441118,148918070.07441118 
 10/17  07:00:00,170517630.5763448,170517630.57634476 
 10/17  08:00:00,336308409.1014188,336308409.1014188 
 10/17  09:00:00,318358352.57215255,318358352.5721525 
 10/17  10:00:00,334618191.78942734,334618191.7894274 
 10/17  11:00:00,371044806.7062097,371044806.7062098 
 10/17  12:00:00,377085539.27622736,377085539.27622736 
 10/17  13:00:00,414828443.56277215,414828443.56277215 
 10/17  14:00:00,424504080.7992557,424504080.79925567 
 10/17  15:00:00,448343345.19904995,448343345.19905 
 10/17  16:00:00,474132983.38481176,474132983.3848117 
 10/17  17:00:00,373786610.50793517,373786610.5079353 
 10/17  18:00:00,313240419.1692046,313240419.1692046 
 10/17  19:00:00,264467019.42822504,264467019.42822504 
 10/17  20:00:00,219022467.43860492,219022467.43860498 
 10/17  21:00:00,194944398.25933492,194944398.25933495 
 10/17  22:00:00,85134722.37354441,85134722.37354442 
 10/17  23:00:00,80131530.28038286,80131530.28038286 
 10/17  24:00:00,65597949.44438682,65597949.44438682 
 10/18  01:00:00,65407915.1537362,65407915.1537362 
 10/18  02:00:00,65407915.1537362,65407915.1537362 
 10/18  03:00:00,65407915.1537362,65407915.1537362 
 10/18  04:00:00,65407915.1537362,65407915.1537362 
 10/18  05:00:00,65407915.1537362,65407915.1537362 
 10/18  06:00:00,161815333.70841762,161815333.70841762 
 10/18  07:00:00,187129510.05870554,187129510.05870554 
 10/18  08:00:00,367462788.2963286,367462788.2963286 
 10/18  09:00:00,348913584.8508579,348913584.8508579 
 10/18  10:00:00,361271183.53058887,361271183.53058887 
 10/18  11:00:00,386737390.9762252,386737390.9762252 
 10/18  12:00:00,380882287.55086905,380882287.55086905 
 10/18  13:00:00,407498624.8062676,407498624.8062675 
 10/18  14:00:00,400313526.3886776,400313526.3886776 
 10/18  15:00:00,401889648.1259193,401889648.1259193 
 10/18  16:00:00,400998435.4026667,400998435.4026667 
 10/18  17:00:00,287846759.34142023,287846759.34142023 
 10/18  18:00:00,212362966.21216047,212362966.21216053 
 10/18  19:00:00,188490772.7432588,188490772.7432588 
 10/18  20:00:00,170042415.0784291,170042415.07842913 
 10/18  21:00:00,166707448.7260731,166707448.7260731 
 10/18  22:00:00,85134722.37354441,85134722.37354442 
 10/18  23:00:00,80131530.28038286,80131530.28038286 
 10/18  24:00:00,65597949.44438682,65597949.44438682 
 10/19  01:00:00,65407915.1537362,65407915.1537362 
 10/19  02:00:00,65407915.1537362,65407915.1537362 
 10/19  03:00:00,65407915.1537362,65407915.1537362 
 10/19  04:00:00,65407915.1537362,65407915.1537362 
 10/19  05:00:00,65407915.1537362,65407915.1537362 
 10/19  06:00:00,152629176.31208283,152629176.31208283 
 10/19  07:00:00,172907458.87257326,172907458.87257332 
 10/19  08:00:00,340168393.09854525,340168393.09854525 
 10/19  09:00:00,318003763.438024,318003763.438024 
 10/19  10:00:00,326500392.55601054,326500392.5560106 
 10/19  11:00:00,354539491.1110493,354539491.11104935 
 10/19  12:00:00,351983127.99360484,351983127.99360484 
 10/19  13:00:00,389032599.48802555,389032599.48802555 
 10/19  14:00:00,386237660.80735433,386237660.8073544 
 10/19  15:00:00,394982601.2682606,394982601.26826054 
 10/19  16:00:00,404084809.3522297,404084809.3522297 
 10/19  17:00:00,293983586.1706726,293983586.17067266 
 10/19  18:00:00,218430355.48395163,218430355.48395166 
 10/19  19:00:00,183653452.8724461,183653452.8724461 
 10/19  20:00:00,162765859.58053395,162765859.58053398 
 10/19  21:00:00,157956270.11921388,157956270.1192139 
 10/19  22:00:00,85134722.37354441,85134722.37354442 
 10/19  23:00:00,80131530.28038286,80131530.28038286 
 10/19  24:00:00,65597949.44438682,65597949.44438682 
 10/20  01:00:00,65407915.1537362,65407915.1537362 
 10/20  02:00:00,65407915.1537362,65407915.1537362 
 10/20  03:00:00,65407915.1537362,65407915.1537362 
 10/20  04:00:00,65407915.1537362,65407915.1537362 
 10/20  05:00:00,65407915.1537362,65407915.1537362 
 10/20  06:00:00,148933396.33347386,148933396.33347386 
 10/20  07:00:00,168210610.0377396,168210610.03773966 
 10/20  08:00:00,330266453.05565184,330266453.0556519 
 10/20  09:00:00,303010530.30530924,303010530.30530924 
 10/20  10:00:00,302741741.6379218,302741741.63792187 
 10/20  11:00:00,314325192.74606603,314325192.74606603 
 10/20  12:00:00,304307248.83600706,304307248.8360071 
 10/20  13:00:00,332545402.5872826,332545402.58728266 
 10/20  14:00:00,320588529.5465883,320588529.54658836 
 10/20  15:00:00,321963579.9256694,321963579.92566943 
 10/20  16:00:00,335833543.0936345,335833543.0936345 
 10/20  17:00:00,226010005.61926502,226010005.61926502 
 10/20  18:00:00,170890263.31533793,170890263.31533793 
 10/20  19:00:00,164231691.6315174,164231691.63151738 
 10/20  20:00:00,153147251.3337145,153147251.3337145 
 10/20  21:00:00,152243590.29573062,152243590.29573062 
 10/20  22:00:00,85134722.37354441,85134722.37354442 
 10/20  23:00:00,80131530.28038286,80131530.28038286 
 10/20  24:00:00,54347289.79607374,54347289.79607374 
 10/21  01:00:00,54157290.74955592,54157290.74955592 
 10/21  02:00:00,54157290.74955592,54157290.74955592 
 10/21  03:00:00,54157290.74955592,54157290.74955592 
 10/21  04:00:00,54157290.74955592,54157290.74955592 
 10/21  05:00:00,54157290.74955592,54157290.74955592 
 10/21  06:00:00,145323466.87958357,145323466.87958357 
 10/21  07:00:00,130185850.82524213,130185850.82524212 
 10/21  08:00:00,163626468.7491938,163626468.7491938 
 10/21  09:00:00,165067034.67526394,165067034.67526397 
 10/21  10:00:00,163419334.27332118,163419334.2733212 
 10/21  11:00:00,169285060.91087034,169285060.91087034 
 10/21  12:00:00,133670198.29259397,133670198.29259397 
 10/21  13:00:00,128956450.77678153,128956450.77678153 
 10/21  14:00:00,127864557.82688487,127864557.82688487 
 10/21  15:00:00,127048967.28751418,127048967.28751418 
 10/21  16:00:00,126532514.70417996,126532514.70417997 
 10/21  17:00:00,111346296.61479887,111346296.61479889 
 10/21  18:00:00,74637597.02117479,74637597.02117479 
 10/21  19:00:00,57110793.79607374,57110793.79607375 
 10/21  20:00:00,56920794.74955592,56920794.74955593 
 10/21  21:00:00,56920794.74955592,56920794.74955593 
 10/21  22:00:00,56920794.74955592,56920794.74955593 
 10/21  23:00:00,56920794.74955592,56920794.74955593 
 10/21  24:00:00,54157290.74955592,54157290.74955592 
 10/22  01:00:00,54157290.74955592,54157290.74955592 
 10/22  02:00:00,54157290.74955592,54157290.74955592 
 10/22  03:00:00,54157290.74955592,54157290.74955592 
 10/22  04:00:00,54157290.74955592,54157290.74955592 
 10/22  05:00:00,54157290.74955592,54157290.74955592 
 10/22  06:00:00,74447615.50655627,74447615.50655627 
 10/22  07:00:00,54167355.57987787,54167355.57987787 
 10/22  08:00:00,54066148.638692446,54066148.63869244 
 10/22  09:00:00,53467422.5937036,53467422.5937036 
 10/22  10:00:00,53142999.90622723,53142999.90622723 
 10/22  11:00:00,53100572.09260527,53100572.09260527 
 10/22  12:00:00,53100571.45300382,53100571.45300382 
 10/22  13:00:00,53173165.96611202,53173165.96611201 
 10/22  14:00:00,53177725.26322794,53177725.26322794 
 10/22  15:00:00,53100572.56886692,53100572.56886692 
 10/22  16:00:00,53100571.45300382,53100571.45300382 
 10/22  17:00:00,74903708.90191829,74903708.90191829 
 10/22  18:00:00,65597250.40906561,65597250.40906561 
 10/22  19:00:00,56920794.74955592,56920794.74955593 
 10/22  20:00:00,56920794.74955592,56920794.74955593 
 10/22  21:00:00,56920794.74955592,56920794.74955593 
 10/22  22:00:00,56920794.74955592,56920794.74955593 
 10/22  23:00:00,56920794.74955592,56920794.74955593 
 10/22  24:00:00,65407915.1537362,65407915.1537362 
 10/23  01:00:00,65407915.1537362,65407915.1537362 
 10/23  02:00:00,65407915.1537362,65407915.1537362 
 10/23  03:00:00,65407915.1537362,65407915.1537362 
 10/23  04:00:00,65407915.1537362,65407915.1537362 
 10/23  05:00:00,65407915.1537362,65407915.1537362 
 10/23  06:00:00,133718943.72395854,133718943.72395852 
 10/23  07:00:00,159850894.64642537,159850894.64642537 
 10/23  08:00:00,307301393.3282869,307301393.32828695 
 10/23  09:00:00,277953003.58126175,277953003.58126175 
 10/23  10:00:00,272868984.6489743,272868984.64897436 
 10/23  11:00:00,280721686.5932547,280721686.5932547 
 10/23  12:00:00,277320772.4775675,277320772.47756743 
 10/23  13:00:00,297966407.4627011,297966407.46270114 
 10/23  14:00:00,293382407.6818028,293382407.68180287 
 10/23  15:00:00,295650842.46373594,295650842.46373594 
 10/23  16:00:00,301635053.6235022,301635053.6235022 
 10/23  17:00:00,209538848.11856684,209538848.11856684 
 10/23  18:00:00,163485380.91397607,163485380.91397607 
 10/23  19:00:00,151793769.90457955,151793769.90457952 
 10/23  20:00:00,140228902.00488696,140228902.00488696 
 10/23  21:00:00,139085949.33553225,139085949.33553225 
 10/23  22:00:00,85134722.37354441,85134722.37354442 
 10/23  23:00:00,80131530.28038286,80131530.28038286 
 10/23  24:00:00,65597949.44438682,65597949.44438682 
 10/24  01:00:00,65407915.1537362,65407915.1537362 
 10/24  02:00:00,65407915.1537362,65407915.1537362 
 10/24  03:00:00,65407915.1537362,65407915.1537362 
 10/24  04:00:00,65407915.1537362,65407915.1537362 
 10/24  05:00:00,65407915.1537362,65407915.1537362 
 10/24  06:00:00,125319338.81002426,125319338.81002426 
 10/24  07:00:00,157774973.10113907,157774973.10113907 
 10/24  08:00:00,299155425.82813334,299155425.82813334 
 10/24  09:00:00,271598528.297265,271598528.29726505 
 10/24  10:00:00,270353957.8831013,270353957.8831013 
 10/24  11:00:00,281886143.3978705,281886143.39787054 
 10/24  12:00:00,279525473.34268004,279525473.3426801 
 10/24  13:00:00,307110523.31464255,307110523.31464255 
 10/24  14:00:00,309724938.46788573,309724938.4678857 
 10/24  15:00:00,319154800.6328903,319154800.6328903 
 10/24  16:00:00,335063598.6982528,335063598.6982529 
 10/24  17:00:00,242283792.5859101,242283792.5859102 
 10/24  18:00:00,181411900.8139856,181411900.8139856 
 10/24  19:00:00,159839647.7122672,159839647.7122672 
 10/24  20:00:00,142780623.58960214,142780623.58960214 
 10/24  21:00:00,138836085.90091476,138836085.90091476 
 10/24  22:00:00,85134722.37354441,85134722.37354442 
 10/24  23:00:00,80131530.28038286,80131530.28038286 
 10/24  24:00:00,65597949.44438682,65597949.44438682 
 10/25  01:00:00,65407915.1537362,65407915.1537362 
 10/25  02:00:00,65407915.1537362,65407915.1537362 
 10/25  03:00:00,65407915.1537362,65407915.1537362 
 10/25  04:00:00,65407915.1537362,65407915.1537362 
 10/25  05:00:00,65407915.1537362,65407915.1537362 
 10/25  06:00:00,119441443.39863841,119441443.39863841 
 10/25  07:00:00,151943945.96345764,151943945.9634576 
 10/25  08:00:00,295122569.53845733,295122569.5384574 
 10/25  09:00:00,268508906.22028625,268508906.2202863 
 10/25  10:00:00,269741833.34852546,269741833.34852546 
 10/25  11:00:00,287521279.3674124,287521279.3674124 
 10/25  12:00:00,286837069.67802596,286837069.678026 
 10/25  13:00:00,323064790.9608499,323064790.9608499 
 10/25  14:00:00,325737569.4615742,325737569.4615742 
 10/25  15:00:00,335913702.73144937,335913702.73144937 
 10/25  16:00:00,352429297.72365934,352429297.72365934 
 10/25  17:00:00,260040408.05001178,260040408.05001184 
 10/25  18:00:00,191676179.47663945,191676179.47663948 
 10/25  19:00:00,169480704.35093734,169480704.35093734 
 10/25  20:00:00,153034833.08963877,153034833.08963877 
 10/25  21:00:00,148635879.73166955,148635879.73166957 
 10/25  22:00:00,85134722.37354441,85134722.37354442 
 10/25  23:00:00,80131530.28038286,80131530.28038286 
 10/25  24:00:00,65597949.44438682,65597949.44438682 
 10/26  01:00:00,65407915.1537362,65407915.1537362 
 10/26  02:00:00,65407915.1537362,65407915.1537362 
 10/26  03:00:00,65407915.1537362,65407915.1537362 
 10/26  04:00:00,65407915.1537362,65407915.1537362 
 10/26  05:00:00,65407915.1537362,65407915.1537362 
 10/26  06:00:00,128334648.74260241,128334648.74260242 
 10/26  07:00:00,152462479.52429354,152462479.5242935 
 10/26  08:00:00,304621664.99126387,304621664.9912639 
 10/26  09:00:00,279672299.0737063,279672299.0737064 
 10/26  10:00:00,288144961.0001262,288144961.0001261 
 10/26  11:00:00,317656923.6948659,317656923.6948659 
 10/26  12:00:00,332408377.70173085,332408377.70173085 
 10/26  13:00:00,371994406.99848276,371994406.9984828 
 10/26  14:00:00,377081090.45858943,377081090.45858943 
 10/26  15:00:00,394950693.9110434,394950693.9110433 
 10/26  16:00:00,418184060.37335175,418184060.37335175 
 10/26  17:00:00,321163063.3549477,321163063.3549477 
 10/26  18:00:00,257294129.49592727,257294129.4959273 
 10/26  19:00:00,210584545.3249833,210584545.3249833 
 10/26  20:00:00,177307876.94752452,177307876.94752452 
 10/26  21:00:00,164121730.9688159,164121730.9688159 
 10/26  22:00:00,85134722.37354441,85134722.37354442 
 10/26  23:00:00,80131530.28038286,80131530.28038286 
 10/26  24:00:00,65597949.44438682,65597949.44438682 
 10/27  01:00:00,65407915.1537362,65407915.1537362 
 10/27  02:00:00,65407915.1537362,65407915.1537362 
 10/27  03:00:00,65407915.1537362,65407915.1537362 
 10/27  04:00:00,65407915.1537362,65407915.1537362 
 10/27  05:00:00,65407915.1537362,65407915.1537362 
 10/27  06:00:00,123281404.00519818,123281404.00519818 
 10/27  07:00:00,147391511.36517787,147391511.36517787 
 10/27  08:00:00,307994599.9164837,307994599.9164837 
 10/27  09:00:00,286788511.8947008,286788511.8947008 
 10/27  10:00:00,299338846.46653783,299338846.46653783 
 10/27  11:00:00,331065959.169453,331065959.169453 
 10/27  12:00:00,345099330.86892974,345099330.8689298 
 10/27  13:00:00,382585381.9039506,382585381.90395063 
 10/27  14:00:00,384766437.5176649,384766437.51766497 
 10/27  15:00:00,399170864.8295109,399170864.8295109 
 10/27  16:00:00,417142428.8327483,417142428.8327483 
 10/27  17:00:00,314688845.7384872,314688845.7384872 
 10/27  18:00:00,248232411.8295779,248232411.8295779 
 10/27  19:00:00,199504315.47103962,199504315.47103962 
 10/27  20:00:00,166713137.34620598,166713137.346206 
 10/27  21:00:00,153865488.55037534,153865488.55037534 
 10/27  22:00:00,85134722.37354441,85134722.37354442 
 10/27  23:00:00,80131530.28038286,80131530.28038286 
 10/27  24:00:00,54347289.79607374,54347289.79607374 
 10/28  01:00:00,54157290.74955592,54157290.74955592 
 10/28  02:00:00,54157290.74955592,54157290.74955592 
 10/28  03:00:00,54157290.74955592,54157290.74955592 
 10/28  04:00:00,54157290.74955592,54157290.74955592 
 10/28  05:00:00,54157290.74955592,54157290.74955592 
 10/28  06:00:00,123405859.44355173,123405859.44355173 
 10/28  07:00:00,114638095.71127816,114638095.71127816 
 10/28  08:00:00,147617375.48260972,147617375.48260975 
 10/28  09:00:00,152193438.11310494,152193438.11310494 
 10/28  10:00:00,155307332.69274318,155307332.69274315 
 10/28  11:00:00,169619790.8240651,169619790.82406506 
 10/28  12:00:00,144917184.94481623,144917184.9448162 
 10/28  13:00:00,153336356.38359383,153336356.38359383 
 10/28  14:00:00,158054480.322199,158054480.322199 
 10/28  15:00:00,165158565.35407826,165158565.3540783 
 10/28  16:00:00,170903419.95041567,170903419.95041564 
 10/28  17:00:00,128012975.00871365,128012975.00871366 
 10/28  18:00:00,125181895.30139486,125181895.30139488 
 10/28  19:00:00,96456661.97731632,96456661.97731632 
 10/28  20:00:00,56920794.74955592,56920794.74955593 
 10/28  21:00:00,56920794.74955592,56920794.74955593 
 10/28  22:00:00,56920794.74955592,56920794.74955593 
 10/28  23:00:00,56920794.74955592,56920794.74955593 
 10/28  24:00:00,54157290.74955592,54157290.74955592 
 10/29  01:00:00,54157290.74955592,54157290.74955592 
 10/29  02:00:00,54157290.74955592,54157290.74955592 
 10/29  03:00:00,54157290.74955592,54157290.74955592 
 10/29  04:00:00,54157290.74955592,54157290.74955592 
 10/29  05:00:00,54157290.74955592,54157290.74955592 
 10/29  06:00:00,74447615.50655627,74447615.50655627 
 10/29  07:00:00,57579069.57987787,57579069.57987787 
 10/29  08:00:00,53905769.63067589,53905769.63067589 
 10/29  09:00:00,53138640.69410004,53138640.69410004 
 10/29  10:00:00,53100571.45300382,53100571.45300382 
 10/29  11:00:00,58738251.93674021,58738251.936740205 
 10/29  12:00:00,94448267.91516389,94448267.9151639 
 10/29  13:00:00,91284069.16912124,91284069.16912122 
 10/29  14:00:00,102345369.41100344,102345369.41100341 
 10/29  15:00:00,93801622.8373512,93801622.8373512 
 10/29  16:00:00,105962482.73661774,105962482.73661774 
 10/29  17:00:00,107807023.3501264,107807023.3501264 
 10/29  18:00:00,113134666.77405164,113134666.77405164 
 10/29  19:00:00,86374609.8266599,86374609.82665992 
 10/29  20:00:00,56920794.74955592,56920794.74955593 
 10/29  21:00:00,56920794.74955592,56920794.74955593 
 10/29  22:00:00,56920794.74955592,56920794.74955593 
 10/29  23:00:00,56920794.74955592,56920794.74955593 
 10/29  24:00:00,65407915.1537362,65407915.1537362 
 10/30  01:00:00,65407915.1537362,65407915.1537362 
 10/30  02:00:00,65407915.1537362,65407915.1537362 
 10/30  03:00:00,65407915.1537362,65407915.1537362 
 10/30  04:00:00,65407915.1537362,65407915.1537362 
 10/30  05:00:00,65407915.1537362,65407915.1537362 
 10/30  06:00:00,128838724.76037583,128838724.76037589 
 10/30  07:00:00,160910124.30839473,160910124.30839473 
 10/30  08:00:00,307148798.35171145,307148798.3517115 
 10/30  09:00:00,277819993.7167074,277819993.7167074 
 10/30  10:00:00,278277197.556712,278277197.556712 
 10/30  11:00:00,288629954.2772651,288629954.2772651 
 10/30  12:00:00,292279496.3929133,292279496.39291334 
 10/30  13:00:00,334374351.25970906,334374351.25970906 
 10/30  14:00:00,341876764.4955916,341876764.4955915 
 10/30  15:00:00,355196343.34981424,355196343.3498142 
 10/30  16:00:00,373273212.1443392,373273212.1443392 
 10/30  17:00:00,269228726.84068686,269228726.84068686 
 10/30  18:00:00,184584101.55332452,184584101.5533245 
 10/30  19:00:00,166864719.7205873,166864719.72058728 
 10/30  20:00:00,150704393.28674045,150704393.28674048 
 10/30  21:00:00,146210004.61673492,146210004.61673492 
 10/30  22:00:00,85134722.37354441,85134722.37354442 
 10/30  23:00:00,80131530.28038286,80131530.28038286 
 10/30  24:00:00,65597949.44438682,65597949.44438682 
 10/31  01:00:00,65407915.1537362,65407915.1537362 
 10/31  02:00:00,65407915.1537362,65407915.1537362 
 10/31  03:00:00,65407915.1537362,65407915.1537362 
 10/31  04:00:00,65407915.1537362,65407915.1537362 
 10/31  05:00:00,65407915.1537362,65407915.1537362 
 10/31  06:00:00,131414387.98687117,131414387.98687117 
 10/31  07:00:00,161178770.41977513,161178770.4197751 
 10/31  08:00:00,308644241.9310725,308644241.9310725 
 10/31  09:00:00,279688798.8174859,279688798.8174859 
 10/31  10:00:00,279065641.8267906,279065641.8267906 
 10/31  11:00:00,293337314.60628045,293337314.60628045 
 10/31  12:00:00,290036850.9299187,290036850.92991877 
 10/31  13:00:00,322877730.23487985,322877730.23487985 
 10/31  14:00:00,327225276.4278153,327225276.42781526 
 10/31  15:00:00,335704598.65752846,335704598.65752846 
 10/31  16:00:00,354368235.5820117,354368235.58201176 
 10/31  17:00:00,254902264.15994123,254902264.15994126 
 10/31  18:00:00,179389329.35824308,179389329.35824308 
 10/31  19:00:00,162790295.15272182,162790295.15272182 
 10/31  20:00:00,146651732.62456536,146651732.62456536 
 10/31  21:00:00,143472378.6941344,143472378.6941344 
 10/31  22:00:00,85134722.37354441,85134722.37354442 
 10/31  23:00:00,80131530.28038286,80131530.28038286 
 10/31  24:00:00,65597949.44438682,65597949.44438682 
 11/01  01:00:00,65407915.1537362,65407915.1537362 
 11/01  02:00:00,65407915.1537362,65407915.1537362 
 11/01  03:00:00,65407915.1537362,65407915.1537362 
 11/01  04:00:00,65407915.1537362,65407915.1537362 
 11/01  05:00:00,65407915.1537362,65407915.1537362 
 11/01  06:00:00,120798027.9836601,120798027.9836601 
 11/01  07:00:00,171087492.29121515,171087492.29121515 
 11/01  08:00:00,281036952.7893171,281036952.78931713 
 11/01  09:00:00,270955997.0904011,270955997.0904011 
 11/01  10:00:00,273881223.0315373,273881223.0315373 
 11/01  11:00:00,286934734.5433227,286934734.54332274 
 11/01  12:00:00,282541019.0822289,282541019.0822289 
 11/01  13:00:00,304459113.03763866,304459113.03763866 
 11/01  14:00:00,298609956.2569223,298609956.25692225 
 11/01  15:00:00,297395440.3926663,297395440.39266634 
 11/01  16:00:00,300430061.4073578,300430061.4073578 
 11/01  17:00:00,212110656.7018685,212110656.70186853 
 11/01  18:00:00,158220713.51667035,158220713.51667035 
 11/01  19:00:00,145565971.34635878,145565971.34635878 
 11/01  20:00:00,133247906.85792482,133247906.85792482 
 11/01  21:00:00,132144983.82896937,132144983.82896936 
 11/01  22:00:00,85134722.37354441,85134722.37354442 
 11/01  23:00:00,80131530.28038286,80131530.28038286 
 11/01  24:00:00,65597949.44438682,65597949.44438682 
 11/02  01:00:00,65407915.1537362,65407915.1537362 
 11/02  02:00:00,65407915.1537362,65407915.1537362 
 11/02  03:00:00,65407915.1537362,65407915.1537362 
 11/02  04:00:00,65407915.1537362,65407915.1537362 
 11/02  05:00:00,65407915.1537362,65407915.1537362 
 11/02  06:00:00,124359235.32549113,124359235.32549113 
